moduleCode,title,semesters
FIN2704,Finance,"[1, 2]"
FIN2704X,Finance,"[1, 2]"
FIN3139,Independent Study in Finance,[1]
FIN3701A,Corporate Finance,"[1, 2]"
FIN3701B,Corporate Finance,[2]
FIN3702A,Investment Analysis and Portfolio Management,"[1, 2]"
FIN3702B,Investment Analysis and Portfolio Management,"[1, 2]"
FIN3702C,Investment Analysis and Portfolio Management,[2]
FIN3703A,Financial Markets,"[1, 2]"
FIN3703B,Financial Markets,[2]
FIN3711,International Financial Management,"[1, 2]"
FIN3712,Options and Futures,[2]
FIN3713,Bank Management,"[1, 2]"
FIN3714,Financial Risk Management,[1]
FIN3715,Risk and Insurance,"[1, 2]"
FIN3716,Financial Modelling,"[1, 2]"
FIN3717,Fixed Income Securities,[2]
FIN3719,Household Finance,"[1, 2]"
FIN3720,Financial Statement Analysis,"[1, 2]"
FIN3722,Sustainability Risk Management,[2]
FIN3751,Independent Study in Finance,[1]
FIN3761A,TIF: Transaction Banking,"[1, 2]"
FIN4129,Advanced Independent Study in Finance,[1]
FIN4714,Valuation and Mergers & Acquisition,"[1, 2]"
FIN4715,Measuring Success in Philanthropy and Impact Investing,[2]
FIN4716,Equity Research Seminar,[2]
FIN4717,Entrepreneurial Finance,"[1, 2]"
FIN4718,FinTech Management,"[1, 2]"
FIN4719,FinTech and Financial Data Analytics,[2]
FIN4720,Sustainability and Finance,"[1, 2]"
FIN4721,"AI, Blockchain and Quantum Computing","[1, 2]"
FIN4722,Advanced Household Finance,[1]
FIN4723,The Financial System,[1]
FIN4751,Advanced Independent Study in Finance,[1]
FIN4752,Advanced Independent Study in Finance (2 Units),[1]
FIN4761A,SIF: Private Equity,[2]
FIN4761C,SIF: Applied Portfolio Management Techniques,[1]
FIN6002,Banking and Household Finance,[1]
FSC2101,Forensic Science,[1]
FSC3101,Evidence in Forensic Science,[2]
FSC4201,Articulating Probability and Statistics in Court,[1]
FSC4202,Forensic Human Identification,[2]
FSC4206,Advanced Criminal Litigation – Forensics on Trial,[2]
FSC4207,Forensic Entomology,[2]
FSC4208,Advanced Forensic Science,[2]
FSC5101,Survey of Forensic Science,[1]
FSC5199,Research Project in Forensic Science,"[1, 2, 3, 4]"
FSC5201,Advanced CSI Techniques,[1]
FSC5202,Forensic Defense Science,[2]
FSC5203,Digital Forensic Investigation,[1]
FSC5204,Forensic Psychiatry and Psychology,[2]
FSC5205,Forensic Science in Major Cases,[2]
FSC5206,Specialized Topics in Forensic Science I,[1]
FSC5207,Specialised Topics in Forensics II,[2]
FSP4003,Field Service Project,"[1, 2]"
FST1101B,Science and Technology of Foods,"[1, 2]"
FST2102B,Chemistry of Food Components,[1]
FST2106,Post Harvest Food Processing,[2]
FST2109,Fundamentals of Food Engineering,[2]
FST2110,Food Microbiology and Fermentation,[1]
FST2201,Introduction to Human Nutrition,[2]
FST2204,Seafood Supply Chains in Japan and Singapore,"[3, 4]"
FST2288,Basic UROPS in Food Science & Technology I,"[1, 2, 3, 4]"
FST2288R,Basic UROPS in Food Science & Technology I (REx),[1]
FST2289,Basic UROPS in Food Science & Technology II,"[1, 2, 3, 4]"
FST2312,FOS Undergraduate Professional Internship Programme 2S1,[1]
FST2313,FOS Undergraduate Professional Internship Programme 2S2,[2]
FST3103,Advanced Food Engineering,[1]
FST3107,Sensory and Consumer Science,[1]
FST3108,Food Safety and Regulation,[1]
FST3109,Flavour Science,[2]
FST3110,Sustainable Food Packaging,[2]
FST3111,Food Analysis and Lab,[1]
FST3112,Food Quality Assurance and Control,[2]
FST3181,Professional Placement,"[3, 4]"
FST3202,Nutrition and Disease Prevention,[1]
FST3203,Vitamins & Minerals in Health & Diseases,[1]
FST3204,Nutrition Through the Life Cycle,[2]
FST3205,Current Topics in Health and Nutrition,[2]
FST3287,FST Professional Placement,"[3, 4]"
FST3288,Advanced UROPS in Food Science & Technology I,"[1, 2, 3, 4]"
FST3288R,Advanced UROPS in Food Science & Technology I (REx),[1]
FST3289,Advanced UROPS in Food Science & Technology II,"[1, 2, 3, 4]"
FST3310,FOS Undergraduate Professional Internship Programme 2ST,"[3, 4]"
FST3311,Undergraduate Professional Internship Programme,"[3, 4]"
FST3312,FOS Undergraduate Professional Internship Programme 3S1,[1]
FST4102,Advanced Food Processing Technology,[2]
FST4103,Food Colloids and Components Science,[2]
FST4104,Food Product Innovation,[2]
FST4201,Current Topics ( Food Science & Tech ),[2]
FST4202,Nutritional Biochemistry,[1]
FST4277,Professional Internship in Food Science and Technology,"[1, 2]"
FST4278,Independent Study during Internship,[1]
FST4288,Honours Project in Food Science and Technology,"[1, 2]"
FST4312,FOS Undergraduate Professional Internship Programme 4S1,[1]
FST5198,Advanced Food Science and Technology Seminar,[1]
FST5199,MSc research project,"[1, 2]"
FST5199A,MSc Research Project,"[1, 2]"
FST5199B,Integrated Food Research Lab,"[1, 2]"
FST5201,Rheology and Textural Properties of Biomaterials,[2]
FST5202A,Modern Food Fermentation,[2]
FST5203A,Advanced Food Microbiological Analysis and Food Safety,[2]
FST5205A,Smart & Sustainable Food Processing and Engineering,[1]
FST5207,Introduction to Advanced Meat Alternatives,[2]
FST5225,Advanced Current Topics in Food Science I,[1]
FST5226,Advanced Current Topics in Food Science II,[1]
FST5227,Advanced Current Topics in Food Science III,[1]
FST5301A,Scientific Principles of Nutraceuticals,[1]
FST5302,"Food, Nutrition and Health",[1]
FST5303A,Science in Clinical Nutrition,[2]
FT5001,Fintech Innovations for Consumers,[1]
FT5002,Digital Transformation at Financial Institutions,[1]
FT5003,Blockchain Innovations,[2]
FT5004,Programming for Blockchain Applications,[2]
FT5005,Machine Learning for Finance,[2]
FT5007,FinTech Capstone Project,"[1, 2]"
FT5009,Contemporary Topics in Financial Data Analytics,[1]
FT5010,Algorithmic Trading Systems Design and Deployment,[2]
FT5101,FinTech Research Immersion,[1]
GE1101E,Geographical Journeys: Exploring World Environments,"[1, 2]"
GE2101,Methods and Practices in Geography,[2]
GE2102,"Politics, Economies And Space",[2]
GE2103,Our Planet: An Earth System Science Perspective,[2]
GE2215,Introduction to GIS,"[1, 2]"
GE2231,Living Space: Introducing Social and Cultural Geography,"[1, 2]"
GE3204,Cities and Regions: Planning for Change,[2]
GE3206,"Gender, Space & Place",[1]
GE3210,Natural Resources: Policy and Practice,[1]
GE3216,Applications of GIS & Remote Sensing,[2]
GE3230A,Field Studies in Geography: SE Asia,[3]
GE3238,GIS Design and Practices,[2]
GE3240,Geographical Research: Developing Ideas,[2]
GE3248,Cities in Transition,[1]
GE3250,Nature and Society,[1]
GE3253,Weather and Climate,[1]
GE3254,Energy Futures: Environment and Sustainability,[1]
GE3255,"Aquatic, Riparian and Coastal Systems",[1]
GE3256,"Earth Surface Processes, Landforms and Ecosystems",[2]
GE3257,Financial Geographies,[2]
GE3550A,GIS Internship Course,"[1, 2]"
GE3550B,Geography Internship,"[1, 2]"
GE3551,FASS Undergraduate Research Opportunity (UROP),"[1, 2]"
GE3551R,FASS Undergraduate Research Opportunity (UROP),"[1, 2]"
GE4214,Remote Sensing of Environment,[1]
GE4214HM,Remote Sensing of Environment,[1]
GE4217,Political Geographies: Space and Power,[1]
GE4217HM,Political Geographies: Space and Power,[1]
GE4218,Interpreting Tourism Spaces and Cultures,[2]
GE4218HM,Interpreting Tourism Spaces and Cultures,[2]
GE4219,Development and Environment in Southeast Asia,[2]
GE4219HM,Development and Environment in Southeast Asia,[2]
GE4220,Field Investigation in Physical Geography,[2]
GE4220HM,Field Investigation in Physical Geography,[2]
GE4221,Field Investigation in Human Geography,[1]
GE4221HM,Field Investigation in Human Geography,[1]
GE4224,Conservation Biogeography,[2]
GE4224HM,Conservation Biogeography,[2]
GE4225,Young People and Children: Global Perspectives,[1]
GE4225HM,Young People and Children: Global Perspectives,[1]
GE4226,Mobile Spaces: Making Social Worlds,[2]
GE4226HM,Mobile Spaces: Making Social Worlds,[2]
GE4234,Environmental Change in the Tropics,[1]
GE4234HM,Environmental Change in the Tropics,[1]
GE4235,Urban Climates,[2]
GE4235HM,Urban Climates,[2]
GE4236,Geographies of Migration,[1]
GE4236HM,Geographies of Migration,[1]
GE4239,Coastal Dynamics,[1]
GE4239HM,Coastal Dynamics,[1]
GE4401,Honours Thesis,"[1, 2]"
GE4401HM,Honours Thesis,"[1, 2]"
GE4660,Independent Study,"[1, 2]"
GE4660HM,Independent Study,"[1, 2]"
GE5217,Research Methods in Environmental Sciences,[1]
GE5218,Research Methods in Human Geography,[1]
GE5219,Spatial Programming,[1]
GE5223,Introduction to Applied GIS,[1]
GE5225,Thesis Planning and Implementation,[2]
GE5226,GIS Applications,[1]
GE5227,Internet GIS,[2]
GE5228,Spatial Big Data and Analytics,[2]
GE5229,"Political Ecology: People, Power, and Nature",[1]
GE5230,Geospatial Statistics and Visualization,[2]
GE5231,Geospatial Machine Learning,[2]
GE5660,Independent Study,"[1, 2]"
GE6211,Spatial Data Science,[2]
GE6224,Political Geography,[2]
GE6225,GIS Research Thesis,"[3, 4]"
GE6226,GIS Research Project,"[3, 4]"
GE6660,Independent Study,"[1, 2]"
GE6770,Graduate Research Seminar,[2]
GEA1000,Quantitative Reasoning with Data,"[1, 2]"
GEA1000N,Quantitative Reasoning with Data,"[1, 2]"
GEC1001,"Chinese Music, Language and Literature (in English)",[2]
GEC1002,Nations & Nationalism in South Asia,[2]
GEC1003,"Pirates, Oceans and the Maritime World",[1]
GEC1004,"Samurai, Geisha, Yakuza as Self or Other",[2]
GEC1005,Cultural Borrowing: Japan and China,[1]
GEC1007,Geopolitics: Geographies of War & Peace,[2]
GEC1011,Microbes which Changed Human History,[2]
GEC1013,World Religions,[2]
GEC1014,Social and Cultural Studies through Music,"[1, 2]"
GEC1015,Public Health in Action,"[1, 2]"
GEC1016,Plants and Society,[2]
GEC1017,Film Art and Human Concerns,[1]
GEC1018,Names as Markers of Socio-cultural Identity,[1]
GEC1020,Cultural Diversity in the Contemporary World,[1]
GEC1023,Social History of the Piano,"[1, 2]"
GEC1024,Ghosts and Spirits in Society and Culture,[1]
GEC1030,Metropolis: The City in World History,"[1, 2]"
GEC1031,Whatever it takes? Making War on Civilians,[2]
GEC1032,Home,[2]
GEC1034T,Understanding the Changing Global Economic Landscape,"[1, 3]"
GEC1035,Patrons of the Arts,[2]
GEC1039,International Relations of Asia,[1]
GEC1040,A Culture of Sustainability,[1]
GEC1041,Crime Fiction and Film across Space & Time,[2]
GEC1042,Fashion: East and West,[1]
GEC1044,Chinese Medicine: Theory and Practice,[1]
GEC1046,"Magic, Myths and Society in Southeast Asia",[2]
GEC1048,Death and Dying in the Human Experience,[2]
GEC1049,Powerful Court Women from Qing China and Other Cultures,[2]
GEC1050,Skyscapes: Cultural Interpretations of the Sky,[2]
GEC1052,From Traveller to Tourist,[2]
GEH1005,Crime Fiction and Film across Space & Time,[2]
GEH1006,"Chinese Music, Language and Literature (in English)",[2]
GEH1008,Nations & Nationalism in South Asia,[2]
GEH1009,Framing Bollywood: Unpacking The Magic,"[1, 2]"
GEH1013,"Pirates, Oceans and the Maritime World",[1]
GEH1014,"Samurai, Geisha, Yakuza as Self or Other",[2]
GEH1015,Cultural Borrowing: Japan and China,[1]
GEH1018,A Brief History of Science,[2]
GEH1022,Geopolitics:Geographies of War & Peace,[2]
GEH1024,International Relations of Asia,[1]
GEH1043,Microbes which Changed Human History,[2]
GEH1045,World Religions,[2]
GEH1049,Public Health in Action,"[1, 2]"
GEH1050,Plants and Society,[2]
GEH1053,Film Art and Human Concerns,[1]
GEH1054,Names as Markers of Socio-cultural Identity,[1]
GEH1056,Cultural Diversity in the Contemporary World,[1]
GEH1060,Social History of the Piano,"[1, 2]"
GEH1062,Ghosts and Spirits in Society and Culture,[1]
GEH1070,Chinese Medicine: Theory and Practice,[1]
GEH1077,Metropolis: The City in World History,"[1, 2]"
GEH1079,Whatever it takes? Making War on Civilians,[2]
GEI1000,Computational Thinking,[1]
GEI1001,Computational Reasoning,"[1, 2]"
GEI1002,Computers and the Humanities,"[1, 2]"
GEN2000,Living Culture: Engaging Indian Communities in Singapore,"[1, 2]"
GEN2001,Theatre and Community Engagement,"[1, 2]"
GEN2002X,Total Defence Project Against Threat to Community,"[1, 2]"
GEN2002Y,Total Defence Project Against Threat to Community,[1]
GEN2003,Inclusivity and Equality: Domestic Worker Community,[1]
GEN2004,"Green Communities in Action: Climate, Species, Crisis","[1, 2]"
GEN2006,Communications for Inter-generational Engagement,"[1, 2]"
GEN2007,Resilience in Restoration,"[2, 3]"
GEN2050X,Teach SG,"[1, 2]"
GEN2050Y,Teach SG,"[1, 2]"
GEN2060X,Reconnect SeniorsSG,"[1, 2]"
GEN2060Y,Reconnect SeniorsSG,"[1, 2]"
GEN2061X,Support Healthy AgeingSG,"[1, 2, 4]"
GEN2061Y,Support Healthy AgeingSG,"[1, 2]"
GEN2062X,Community Activities for Seniors with SG Cares,"[1, 2]"
GEN2062Y,Community Activities for Seniors with SG Cares,"[1, 2]"
GEN2070X,Community Link (ComLink) Befrienders,"[1, 2]"
GEN2070Y,Community Link (ComLink) Befrienders,"[1, 2]"
GES1002,Global EC Dimensions of Singapore,"[1, 2]"
GES1002T,Global Economic Dimensions Of Singapore,[3]
GES1003,Changing Landscapes of Singapore,[1]
GES1004,The Biophysical Environment of Singapore,[2]
GES1005,Everyday Life of Chinese Singaporeans: Past & Present (taught in English),"[1, 2]"
GES1006,Singapore and India: Emerging Relations,[2]
GES1007,South Asia in Singapore,"[1, 2]"
GES1008,Ethnicity and Nation-Building: Singapore and Malaysia,"[1, 2]"
GES1009,Singapore’s Business History,[2]
GES1011,The Evolution of a Global City-State,"[1, 4]"
GES1012,Popular Culture in Singapore,[1]
GES1013,Singapore Urban History & Architecture,[2]
GES1014,Islam and Contemporary Malay Society,"[1, 2]"
GES1015,Singapore and Japan: Historical and Contemporary Relationships,[2]
GES1019,Managing Singapore's Built Environment,[1]
GES1020,Western Music within a Singaporean Context,"[1, 2]"
GES1021,Natural Heritage of Singapore,[1]
GES1028,Singapore Society,"[1, 2]"
GES1029,Singapore Film: Performance of Identity,[2]
GES1030,Singapore and the Sea,[1]
GES1034,We the Citizens - Understanding Singapore’s Politics,[1]
GES1035,Singapore: Imagining the Next 50 Years,"[1, 2]"
GES1037,A History of Singapore in Ten Objects,"[3, 4]"
GES1038,La Kopi: Forging of the Chinese Singaporean Community,[1]
GES1040,Prominent Chinese in Colonial Singapore,[1]
GES1041,Everyday Ethics in Singapore,"[1, 2]"
GES1042,Public Health in Singapore: Challenges and Changes,[2]
GESS1000,Global EC Dimensions of Singapore,"[1, 2]"
GESS1000T,Global EC Dimensions of Singapore,[3]
GESS1001,Changing Landscapes of Singapore,[1]
GESS1002,The Biophysical Environment of Singapore,[2]
GESS1003,Everyday Life of Chinese Singaporeans: Past & Present (taught in English),"[1, 2]"
GESS1004,Singapore and India: Emerging Relations,[2]
GESS1005,South Asia in Singapore,"[1, 2]"
GESS1006,Ethnicity and Nation-Building: Singapore and Malaysia,"[1, 2]"
GESS1007,Singapore’s Business History,[2]
GESS1009,The Evolution of a Global City-State,"[1, 4]"
GESS1010,Popular Culture in Singapore,[1]
GESS1012,Islam and Contemporary Malay Society,"[1, 2]"
GESS1013,Singapore and Japan: Historical and Contemporary Relationships,[2]
GESS1014,Managing Singapore's Built Environment,[1]
GESS1015,Western Music within a Singaporean Context,"[1, 2]"
GESS1016,Natural Heritage of Singapore,[1]
GESS1018,Real Estate Development & Investment Law,[1]
GESS1019,Urban Planning in Singapore,[1]
GESS1020,Singapore Society,"[1, 2]"
GESS1021,Singapore Film: Performance of Identity,[2]
GESS1024,We the Citizens - Understanding Singapore’s Politics,[1]
GESS1025,Singapore: Imagining the Next 50 Years,"[1, 2]"
GESS1027,La Kopi: Forging of the Chinese Singaporean Community,[1]
GESS1029,Everyday Ethics in Singapore,"[1, 2]"
GESS1030,Public Health in Singapore: Challenges and Changes,[2]
GESS1032,Prominent Chinese in Colonial Singapore,[1]
GESS1035,Singapore and the Sea,[1]
GESS1036,Singapore Employment Law and Policies,"[1, 2]"
GESS1038,The Arts in Singapore Today,[2]
GET1002,Bridging East and West: Exploring Chinese Communication,[2]
GET1003,Home,[2]
GET1008,Public Speaking and Critical Reasoning,"[1, 2]"
GET1016T,Understanding The Changing Global Economic Landscape,"[1, 3]"
GET1019,Patrons of the Arts,[2]
GET1020,Darwin and Evolution,"[1, 2]"
GET1022,Understanding Your Brain,[2]
GET1022T,Understanding Your Brain,[3]
GET1023,Thinking Like An Economist,[1]
GET1025,Science Fiction and Philosophy,[1]
GET1026,Effective Reasoning,[1]
GET1028,Logic,"[1, 2]"
GET1029,"Life, the Universe, and Everything","[1, 2]"
GET1030,Computers and the Humanities,"[1, 2]"
GET1041,Disney and the Theme Park World,[2]
GET1044,Hollywood Cinema: Constructing the Realistic,[1]
GET1047,Art and Identity,[1]
GET1050,Computational Reasoning,"[1, 2]"
GEX1000,Framing Bollywood: Unpacking The Magic,"[1, 2]"
GEX1004,Bridging East and West: Exploring Chinese Communication,[2]
GEX1005,Public Speaking and Critical Reasoning,"[1, 2]"
GEX1005T,Public Speaking and Critical Reasoning,[3]
GEX1007,Darwin and Evolution,"[1, 2]"
GEX1009T,Understanding Your Brain,[3]
GEX1010,Thinking Like An Economist,[1]
GEX1011,Science Fiction and Philosophy,[1]
GEX1012,Effective Reasoning,[1]
GEX1014,Logic,"[1, 2]"
GEX1015,"Life, the Universe, and Everything","[1, 2]"
GEX1023,Disney & the Theme Park World,[2]
GEX1023T,Disney & the Theme Park World,[3]
GEX1027,Art and Identity,[1]
GEX1031,Hollywood Cinema: Constructing the Realistic,[1]
GL1101E,Global Issues,"[1, 2]"
GL2101,Origins of the Modern World,[2]
GL2102,Global Political Economy,"[1, 2]"
GL2103,Global Governance,[2]
GL2104,Inquiry and Method,[1]
GL3201,Doing Global Visual Culture,[1]
GL3204,Globalisation of Social Movements,[2]
GL3550,Global Studies Internship,"[1, 2, 3, 4]"
GL3551,FASS Undergraduate Research Opportunity,"[1, 2]"
GL4101,Research in Global Issues,[1]
GL4101HM,Research in Global Issues,[1]
GL4102,Task Force,[2]
GL4102HM,Task Force,[2]
GL4401,Honours Thesis,"[1, 2]"
GL4401HM,Honours Thesis,"[1, 2]"
GL4660,Independent Study,"[1, 2]"
GL4660HM,Independent Study,"[1, 2]"
GL4881A,"Colonial, Anticolonial and Postcolonial Globalizations",[1]
GL4881AHM,"Colonial, Anticolonial and Postcolonial Globalizations",[1]
GL4882A,Development and the Globalisation of Food,[2]
GL4882AHM,Development and the Globalisation of Food,[2]
GL4882B,Contested Globalisation: Resistance and Resilience,[1]
GL4882BHM,Contested Globalisation: Resistance and Resilience,[1]
GL4883A,Conflict and Natural Resources,[2]
GL4883AHM,Conflict and Natural Resources,[2]
GL4883B,Climate Justice,[1]
GL4883BHM,Climate Justice,[1]
GL4884A,Glocal Media Worlds,[1]
GL4884AHM,Glocal Media Worlds,[1]
GL4885B,Transnational Environmental Campaigns,[2]
GL4885BHM,Transnational Environmental Campaigns,[2]
GL4886B,The International Refugee Regime,[2]
GL4886BHM,The International Refugee Regime,[2]
GMS1000,The Duke-NUS Premed Course,[2]
GMS5003,Fundamentals of Health Products Regulation,[1]
GMS5004,Regulation of Pharmaceutical Manufacturing,[1]
GMS5008,Regulation & Clinical Evaluation of Medical Devices,[1]
